District,State,Students,ELL_Percent,IEP_Percent,Pupil_Teacher_Ratio,Exp_Rev_Ratio,Strike
SYRACUSE ARTS ACADEMY,Utah,1738,0.01,0.11,21.8,1.227,0
TOOELE DISTRICT,Utah,14662,0.03,0.14,21.8,0.861,0
UINTAH DISTRICT,Utah,7236,0.03,0.13,21.8,0.897,0
UTAH VIRTUAL ACADEMY,Utah,1989,0,0.16,21.8,1.29,0
WASATCH DISTRICT,Utah,6779,0.09,0.09,21.8,0.862,0
WASHINGTON DISTRICT,Utah,30693,0.06,0.14,21.8,0.987,0
WEBER DISTRICT,Utah,31594,0.03,0.14,21.8,1.034,0
BURLINGTON SCHOOL DISTRICT,Vermont,3943,0.13,0.13,13,1.002,0
CHAMPLAIN VALLEY UHSD #15,Vermont,1189,0.01,0.14,13.91,0.959,0
COLCHESTER SCHOOL DISTRICT,Vermont,2302,0.03,0.12,13.43,1.01,0
ESSEX COMMUNITY EDUCATION CENTER,Vermont,1051,0.02,0.15,7.01,1.013,0
ESSEX JUNCTION INCORPORATED SCHOOL DISTRICT,Vermont,1147,0.04,0.1,12.89,1.007,0
ESSEX TOWN SCHOOL DISTRICT,Vermont,1382,0.02,0.17,13.21,0.978,0
HARTFORD SCHOOL DISTRICT,Vermont,1433,0.01,0.23,9.66,0.976,0
MILTON INCORPORATED SCHOOL DISTRICT,Vermont,1689,0.01,0.17,12.51,0.885,0
MONTPELIER SCHOOL DISTRICT,Vermont,1138,0.02,0.09,11.9,1.011,0
MOUNT ANTHONY UHSD #14,Vermont,1458,0,0.21,13.91,0.996,0
RUTLAND CITY SCHOOL DISTRICT,Vermont,2034,0.01,0.18,9.55,1.129,0
SAINT JOHNSBURY SCHOOL DISTRICT,Vermont,1099,0,0.15,14.59,0.978,0
SOUTH BURLINGTON SCHOOL DISTRICT,Vermont,2502,0.05,0.11,12.09,0.985,0
SPRINGFIELD SCHOOL DISTRICT,Vermont,1303,0.01,0.18,12.13,0.929,0
WILLISTON SCHOOL DISTRICT,Vermont,1075,0.03,0.13,15,0.972,0
ACCOMACK CO PBLC SCHS,Virginia,5262,0.14,0.13,16.26,0.99,0
ALBEMARLE CO PBLC SCHS,Virginia,13790,0.07,0.12,13.36,0.933,0
ALEXANDRIA CITY PBLC SCHS,Virginia,15301,0.29,0.11,14.05,1.005,0
ALLEGHANY CO PBLC SCHS,Virginia,2244,0,0.14,13.58,0.954,0
AMELIA CO PBLC SCHS,Virginia,1808,0.02,0.11,16.79,1.247,0
AMHERST CO PBLC SCHS,Virginia,4139,0.01,0.14,13.17,0.969,0
APPOMATTOX CO PBLC SCHS,Virginia,2304,0,0.1,15.26,1.204,0
ARLINGTON CO PBLC SCHS,Virginia,26176,0.18,0.14,13.66,0.965,0
AUGUSTA CO PBLC SCHS,Virginia,10384,0.01,0.07,14.01,0.952,0
BEDFORD CO PBLC SCHS,Virginia,9702,0.01,0.11,14.97,0.954,0
BOTETOURT CO PBLC SCHS,Virginia,4654,0.01,0.14,14.08,0.996,0
BRISTOL CITY PBLC SCHS,Virginia,2299,0.01,0.15,13.47,0.968,0
BRUNSWICK CO PBLC SCHS,Virginia,1720,0.02,0.14,11.62,0.98,0
BUCHANAN CO PBLC SCHS,Virginia,2922,0,0.17,13.5,1.042,0
BUCKINGHAM CO PBLC SCHS,Virginia,2054,0,0.15,14.63,1.007,0
CAMPBELL CO PBLC SCHS,Virginia,8020,0.01,0.12,16.73,1.047,0
CAROLINE CO PBLC SCHS,Virginia,4299,0.02,0.13,19.68,0.995,0
CARROLL CO PBLC SCHS,Virginia,3836,0.03,0.18,12.63,1.097,0
CHARLOTTE CO PBLC SCHS,Virginia,1924,0,0.13,14.5,0.983,0
CHARLOTTESVILLE CTY PBLC SCHS,Virginia,4471,0.09,0.13,12.09,0.98,0
CHESAPEAKE CITY PBLC SCHS,Virginia,40192,0.02,0.17,15.36,1.032,0
CHESTERFIELD CO PBLC SCHS,Virginia,60060,0.05,0.12,15.76,0.952,0
CLARKE CO PBLC SCHS,Virginia,1995,0.02,0.12,13.94,0.912,0
COLONIAL HEIGHTS CITY PBLC SCHS,Virginia,2837,0.03,0.16,12.39,0.995,0
COVINGTON CITY PBLC SCHS,Virginia,1064,0,0.2,13.86,1,0
CULPEPER CO PBLC SCHS,Virginia,8202,0.07,0.1,14.89,0.945,0
CUMBERLAND CO PBLC SCHS,Virginia,1364,0.02,0.1,13.92,1.268,0
DANVILLE CITY PBLC SCHS,Virginia,5956,0.03,0.15,14.33,1.002,0
DICKENSON CO PBLC SCHS,Virginia,2189,0,0.18,13.6,1.175,0
DINWIDDIE CO PBLC SCHS,Virginia,4394,0.01,0.14,16.09,0.941,0
ESSEX CO PBLC SCHS,Virginia,1406,0.02,0.16,12.04,1,0
FAIRFAX CO PBLC SCHS,Virginia,187467,0.19,0.14,15.01,1.064,0
FALLS CHURCH CITY PBLC SCHS,Virginia,2670,0.05,0.14,14.34,1.036,0
FAUQUIER CO PBLC SCHS,Virginia,11065,0.05,0.14,12.96,1.025,0
FLOYD CO PBLC SCHS,Virginia,2042,0.03,0.14,16.19,0.964,0
FLUVANNA CO PBLC SCHS,Virginia,3588,0.01,0.12,15.39,1.074,0
FRANKLIN CITY PBLC SCHS,Virginia,1128,0.01,0.11,12.43,1.011,0
FRANKLIN CO PBLC SCHS,Virginia,7352,0.02,0.16,13.61,0.976,0
FREDERICK CO PBLC SCHS,Virginia,13338,0.05,0.13,14.5,1.011,0
FREDERICKSBURG CITY PBLC SCHS,Virginia,3577,0.12,0.1,14.25,1.05,0
GALAX CITY PBLC SCHS,Virginia,1332,0.12,0.11,12.66,0.937,0
GILES CO PBLC SCHS,Virginia,2401,0,0.16,13.55,0.955,0
GLOUCESTER CO PBLC SCHS,Virginia,5500,0.01,0.12,15.34,1.291,0
GOOCHLAND CO PBLC SCHS,Virginia,2594,0.02,0.13,13.33,1.146,0
GRAYSON CO PBLC SCHS,Virginia,1644,0.01,0.16,13.77,1.014,0
GREENE CO PBLC SCHS,Virginia,3177,0.04,0.14,14.83,0.961,0
GREENSVILLE CO PBLC SCHS,Virginia,2547,0.02,0.13,13.47,0.95,0
HALIFAX CO PBLC SCHS,Virginia,5187,0.01,0.18,11.63,0.999,0
HAMPTON CITY PBLC SCHS,Virginia,20286,0.02,0.13,15.16,1.026,0
HANOVER CO PBLC SCHS,Virginia,18039,0.01,0.13,14.85,1.042,0
HARRISONBURG CITY PBLC SCHS,Virginia,6187,0.32,0.11,13.51,1.018,0
HENRICO CO PBLC SCHS,Virginia,51425,0.06,0.13,17.52,0.982,0
HENRY CO PBLC SCHS,Virginia,7508,0.06,0.14,15.55,0.973,0
HOPEWELL CITY PBLC SCHS,Virginia,4292,0.03,0.15,13.78,0.954,0
ISLE OF WIGHT CO PBLC SCHS,Virginia,5451,0.01,0.13,16.23,1.151,0
KING GEO CO PBLC SCHS,Virginia,4346,0.01,0.13,15.17,1.11,0
KING WILLIAM CO PBLC SCHS,Virginia,2199,0.01,0.14,14.06,1.041,0
LANCASTER CO PBLC SCHS,Virginia,1221,0.01,0.14,12.75,0.962,0
LEE CO PBLC SCHS,Virginia,3262,0,0.17,12.79,0.989,0
LOUDOUN CO PBLC SCHS,Virginia,78348,0.1,0.11,14.98,0.994,0
LOUISA CO PBLC SCHS,Virginia,4864,0.02,0.18,13.31,1.011,0
LUNENBURG CO PBLC SCHS,Virginia,1563,0.06,0.11,18.64,1.24,0
LYNCHBURG CITY PBLC SCHS,Virginia,8477,0.03,0.14,13.94,0.957,0
MADISON CO PBLC SCHS,Virginia,1741,0,0.12,13.41,1.157,0
MANASSAS CITY PBLC SCHS,Virginia,7713,0.31,0.12,14.79,1.022,0
MANASSAS PARK CITY PBLC SCHS,Virginia,3588,0.31,0.12,15.2,1.107,0
MARTINSVILLE CITY PBLC SCHS,Virginia,2041,0.05,0.1,14.75,0.979,0
MATHEWS CO PBLC SCHS,Virginia,1091,0.01,0.15,11.75,0.941,0
MECKLENBURG CO PBLC SCHS,Virginia,4424,0.01,0.12,13.46,0.989,0
MIDDLESEX CO PBLC SCHS,Virginia,1240,0.01,0.14,14.16,0.857,0
MONTGOMERY CO PBLC SCHS,Virginia,9674,0.02,0.1,12.81,0.918,0
NELSON CO PBLC SCHS,Virginia,1898,0.02,0.14,13.22,0.979,0
NEW KENT CO PBLC SCHS,Virginia,3156,0.01,0.14,15.43,1.048,0
NEWPORT NEWS CITY PBLC SCHS,Virginia,28843,0.04,0.12,16.05,0.991,0
NORFOLK CITY PBLC SCHS,Virginia,31425,0.03,0.13,13.94,1.006,0
NORTHAMPTON CO PBLC SCHS,Virginia,1668,0.1,0.13,13.15,1.206,0
NORTHUMBERLAND CO PBLC SCHS,Virginia,1302,0.02,0.15,12.55,0.989,0
NOTTOWAY CO PBLC SCHS,Virginia,2165,0.03,0.12,14.36,0.987,0
ORANGE CO PBLC SCHS,Virginia,5109,0.03,0.1,14.16,1.057,0
PAGE CO PBLC SCHS,Virginia,3438,0.01,0.12,14.53,0.989,0
PATRICK CO PBLC SCHS,Virginia,2752,0.02,0.15,13.64,0.97,0
PETERSBURG CITY PBLC SCHS,Virginia,4275,0.04,0.11,14.4,1.011,0
PITTSYLVANIA CO PBLC SCHS,Virginia,9182,0.02,0.13,14.88,1.045,0
POQUOSON CITY PBLC SCHS,Virginia,2058,0.01,0.11,13.78,0.999,0
PORTSMOUTH CITY PBLC SCHS,Virginia,14611,0.01,0.11,15.78,0.993,0
POWHATAN CO PBLC SCHS,Virginia,4266,0,0.13,14.11,1.099,0
PRINCE EDWARD CO PBLC SCHS,Virginia,2134,0.01,0.15,12.95,0.975,0
PRINCE GEORGE CO PBLC SCHS,Virginia,6446,0.01,0.13,15.3,0.956,0
PRINCE WILLIAM CO PBLC SCHS,Virginia,89345,0.16,0.12,16.61,1.008,0
PULASKI CO PBLC SCHS,Virginia,4270,0.01,0.16,14.6,1.081,0
RADFORD CITY PBLC SCHS,Virginia,1659,0.01,0.13,14,0.997,0
RICHMOND CITY PBLC SCHS,Virginia,24868,0.08,0.17,16.6,1.011,0
RICHMOND CO PBLC SCHS,Virginia,1314,0.04,0.13,14.83,0.988,0
ROANOKE CITY PBLC SCHS,Virginia,13677,0.08,0.15,15.5,0.947,0
ROANOKE CO PBLC SCHS,Virginia,14235,0.02,0.16,13.99,1.022,0
ROCKBRIDGE CO PBLC SCHS,Virginia,2844,0.01,0.14,13.08,0.981,0
ROCKINGHAM CO PBLC SCHS,Virginia,11852,0.05,0.1,14.71,1.03,0
RUSSELL CO PBLC SCHS,Virginia,3979,0,0.16,18.13,0.975,0
SALEM CITY PBLC SCHS,Virginia,3852,0.03,0.14,14.78,0.997,0
SCOTT CO PBLC SCHS,Virginia,3732,0,0.17,14.61,0.987,0
SHENANDOAH CO PBLC SCHS,Virginia,6007,0.05,0.13,13.4,1.06,0
SMYTH CO PBLC SCHS,Virginia,4505,0.01,0.15,14.07,0.976,0
SPOTSYLVANIA CO PBLC SCHS,Virginia,23597,0.04,0.12,17.1,0.957,0
STAFFORD CO PBLC SCHS,Virginia,28386,0.05,0.1,17.36,1.113,0
STAUNTON CITY PBLC SCHS,Virginia,2679,0.01,0.15,12.82,0.958,0
SUFFOLK CITY PBLC SCHS,Virginia,14284,0,0.12,14.82,0.941,0
SUSSEX CO PBLC SCHS,Virginia,1106,0.01,0.16,12.16,1.232,0
TAZEWELL CO PBLC SCHS,Virginia,5959,0,0.14,16.72,0.995,0
VA BEACH CITY PBLC SCHS,Virginia,69085,0.01,0.11,17.22,1.061,0
WARREN CO PBLC SCHS,Virginia,5385,0.02,0.13,14.67,0.973,0
WASHINGTON CO PBLC SCHS,Virginia,7264,0,0.16,15.1,0.996,0
WAYNESBORO CITY PBLC SCHS,Virginia,3170,0.04,0.1,14.52,0.946,0
WESTMORELAND CO PBLC SCHS,Virginia,1703,0.04,0.14,13.43,0.953,0
WILLIAMSBURG-JAMES CITY PBLC SCHS,Virginia,11607,0.04,0.15,16.63,1.001,0
WINCHESTER CITY PBLC SCHS,Virginia,4471,0.18,0.14,13.3,1.182,0
WISE CO PBLC SCHS,Virginia,5889,0,0.14,14.58,0.997,0
WYTHE CO PBLC SCHS,Virginia,4220,0,0.12,15.24,0.96,0
YORK CO PBLC SCHS,Virginia,12682,0.02,0.11,15.96,1.107,0
ABERDEEN SCHOOL DISTRICT,Washington,3408,0.12,0.16,16.69,0.937,0
ANACORTES SCHOOL DISTRICT,Washington,2806,0.02,0.1,19.27,0.903,0
ARLINGTON SCHOOL DISTRICT,Washington,5550,0.05,0.12,19.81,0.943,0
AUBURN SCHOOL DISTRICT,Washington,16158,0.18,0.11,17.68,1.075,0
BAINBRIDGE ISLAND SCHOOL DISTRICT,Washington,3884,0.01,0.12,18.85,0.915,0
BATTLE GROUND SCHOOL DISTRICT,Washington,13427,0.06,0.13,18.08,0.945,0
BELLEVUE SCHOOL DISTRICT,Washington,20443,0.13,0.09,18.85,1.122,0
BELLINGHAM SCHOOL DISTRICT,Washington,11524,0.07,0.13,18.96,0.975,0
BETHEL SCHOOL DISTRICT,Washington,19226,0.01,0.13,19.52,0.964,0
BLAINE SCHOOL DISTRICT,Washington,2256,0.04,0.15,18.8,0.898,0
BREMERTON SCHOOL DISTRICT,Washington,5138,0.05,0.15,15.84,0.942,0
BURLINGTON-EDISON SCHOOL DISTRICT,Washington,3675,0.21,0.14,17.82,0.881,0
CAMAS SCHOOL DISTRICT,Washington,7097,0.03,0.11,19.39,0.866,0
CASCADE SCHOOL DISTRICT,Washington,1309,0.14,0.1,16.09,1.12,0
CASHMERE SCHOOL DISTRICT,Washington,1611,0.16,0.1,18.34,0.959,0
CASTLE ROCK SCHOOL DISTRICT,Washington,1284,0.02,0.16,18.37,0.97,0
CENTRAL KITSAP SCHOOL DISTRICT,Washington,11109,0.03,0.15,18.36,0.915,0
CENTRAL VALLEY SCHOOL DISTRICT,Washington,13468,0.03,0.14,18.04,0.936,0
CENTRALIA SCHOOL DISTRICT,Washington,3606,0.12,0.15,18.06,0.946,0
CHEHALIS SCHOOL DISTRICT,Washington,3068,0.04,0.16,17.87,1.001,0
CHENEY SCHOOL DISTRICT,Washington,4696,0.03,0.17,17.8,0.943,0
CHIMACUM SCHOOL DISTRICT,Washington,1064,0.02,0.13,17.94,0.962,0
CLARKSTON SCHOOL DISTRICT,Washington,2726,0.01,0.14,18.6,0.997,0
CLOVER PARK SCHOOL DISTRICT,Washington,13181,0.12,0.14,18.23,0.962,0
COLLEGE PLACE SCHOOL DISTRICT,Washington,1354,0.21,0.11,16.28,1.245,0
COLVILLE SCHOOL DISTRICT,Washington,1740,0.02,0.17,17.32,0.986,0
DEER PARK SCHOOL DISTRICT,Washington,2518,0.01,0.12,18.98,0.929,0
DIERINGER SCHOOL DISTRICT,Washington,1436,0.03,0.12,18.46,0.84,0
EAST VALLEY SCHOOL DISTRICT (SPOKANE),Washington,4262,0.03,0.15,17.75,0.964,0
EAST VALLEY SCHOOL DISTRICT (YAKIMA),Washington,3226,0.13,0.11,18.49,0.874,0
EASTMONT SCHOOL DISTRICT,Washington,6102,0.18,0.11,19.41,0.919,0
EATONVILLE SCHOOL DISTRICT,Washington,1961,0.01,0.11,20.11,1.019,0
EDMONDS SCHOOL DISTRICT,Washington,21265,0.13,0.14,19.98,1.018,0
ELLENSBURG SCHOOL DISTRICT,Washington,3352,0.07,0.13,19.68,0.93,0
ELMA SCHOOL DISTRICT,Washington,1437,0.07,0.18,17.69,0.923,0
ENUMCLAW SCHOOL DISTRICT,Washington,4055,0.06,0.15,18.93,0.942,0
EPHRATA SCHOOL DISTRICT,Washington,2500,0.11,0.11,18.07,1,0
EVERETT SCHOOL DISTRICT,Washington,20224,0.13,0.12,20.18,0.913,0
EVERGREEN SCHOOL DISTRICT (CLARK),Washington,26231,0.13,0.13,17.9,0.915,0
FEDERAL WAY SCHOOL DISTRICT,Washington,23043,0.19,0.13,18.13,0.96,0
FERNDALE SCHOOL DISTRICT,Washington,4825,0.06,0.15,19.35,0.959,0
FIFE SCHOOL DISTRICT,Washington,3716,0.11,0.11,18.89,0.945,0
FRANKLIN PIERCE SCHOOL DISTRICT,Washington,7820,0.09,0.14,17.67,0.959,0
GRANDVIEW SCHOOL DISTRICT,Washington,3733,0.35,0.12,20.28,0.988,0
GRANGER SCHOOL DISTRICT,Washington,1517,0.38,0.12,18.51,1.026,0
GRANITE FALLS SCHOOL DISTRICT,Washington,2058,0.03,0.18,18.79,0.891,0
HIGHLAND SCHOOL DISTRICT,Washington,1167,0.3,0.12,15.9,0.959,0
HIGHLINE SCHOOL DISTRICT,Washington,19696,0.27,0.14,18.82,1.002,0
HOCKINSON SCHOOL DISTRICT,Washington,1877,0.02,0.09,19.61,1.007,0
HOQUIAM SCHOOL DISTRICT,Washington,1657,0.04,0.17,17.43,0.951,0
ISSAQUAH SCHOOL DISTRICT,Washington,20532,0.06,0.08,20.62,1.003,0
KELSO SCHOOL DISTRICT,Washington,4985,0.06,0.13,18.63,0.959,0
KENNEWICK SCHOOL DISTRICT,Washington,18171,0.15,0.12,18.86,1.056,0
KENT SCHOOL DISTRICT,Washington,27849,0.19,0.1,19.43,0.954,0
KIONA-BENTON CITY SCHOOL DISTRICT,Washington,1446,0.22,0.13,17.55,0.997,0
LA CENTER SCHOOL DISTRICT,Washington,1677,0.02,0.12,19.4,0.93,0
LAKE CHELAN SCHOOL DISTRICT,Washington,1442,0.3,0.1,16.29,1.061,0
LAKE STEVENS SCHOOL DISTRICT,Washington,8847,0.04,0.15,21.29,0.94,0
LAKE WASHINGTON SCHOOL DISTRICT,Washington,29180,0.1,0.11,18.92,0.939,0
LAKEWOOD SCHOOL DISTRICT,Washington,2410,0.05,0.14,22.14,1.049,0
LONGVIEW SCHOOL DISTRICT,Washington,6828,0.06,0.15,18.36,0.944,0
LYNDEN SCHOOL DISTRICT,Washington,3253,0.1,0.14,19.56,0.98,0
MARYSVILLE SCHOOL DISTRICT,Washington,11235,0.11,0.15,20.16,0.962,0
MEAD SCHOOL DISTRICT,Washington,10105,0.03,0.13,20.53,1,0
MEDICAL LAKE SCHOOL DISTRICT,Washington,1887,0.01,0.12,17.11,0.933,0
MERCER ISLAND SCHOOL DISTRICT,Washington,4493,0.03,0.09,19.56,1.42,0
MERIDIAN SCHOOL DISTRICT,Washington,1743,0.09,0.11,20.48,0.954,0
MONROE SCHOOL DISTRICT,Washington,7096,0.08,0.11,23.42,0.927,0
MONTESANO SCHOOL DISTRICT,Washington,1400,0.02,0.13,19.02,0.962,0
MOSES LAKE SCHOOL DISTRICT,Washington,8674,0.15,0.13,19.45,0.943,0
MOUNT BAKER SCHOOL DISTRICT,Washington,1936,0.06,0.17,16.89,0.999,0
MOUNT VERNON SCHOOL DISTRICT,Washington,6765,0.24,0.13,17.36,0.933,0
MUKILTEO SCHOOL DISTRICT,Washington,15544,0.2,0.14,19.53,1.009,0
NACHES VALLEY SCHOOL DISTRICT,Washington,1353,0.06,0.09,17.39,1.417,0
NOOKSACK VALLEY SCHOOL DISTRICT,Washington,1732,0.15,0.16,17.62,0.965,0
NORTH FRANKLIN SCHOOL DISTRICT,Washington,2160,0.35,0.14,17.04,0.961,0
NORTH KITSAP SCHOOL DISTRICT,Washington,5957,0.03,0.13,18.3,0.868,0
NORTH MASON SCHOOL DISTRICT,Washington,2208,0.09,0.13,18.08,2.238,0
NORTH THURSTON PUBLIC SCHOOLS,Washington,14962,0.05,0.12,17.84,1.248,0
NORTHSHORE SCHOOL DISTRICT,Washington,21918,0.07,0.12,19.81,1.141,0
OAK HARBOR SCHOOL DISTRICT,Washington,5936,0.04,0.14,19.43,0.933,0
OCEAN BEACH SCHOOL DISTRICT,Washington,1029,0.06,0.2,19.19,1.016,0
OKANOGAN SCHOOL DISTRICT,Washington,1133,0.11,0.12,19.44,0.953,0
OLYMPIA SCHOOL DISTRICT,Washington,10196,0.02,0.13,19.76,0.974,0
OMAK SCHOOL DISTRICT,Washington,5397,0.02,0.14,24.38,0.952,0
ORTING SCHOOL DISTRICT,Washington,2612,0.01,0.13,21.97,0.874,0
OTHELLO SCHOOL DISTRICT,Washington,4388,0.44,0.12,20,0.991,0
PASCO SCHOOL DISTRICT,Washington,17884,0.36,0.13,18.35,1,0
PENINSULA SCHOOL DISTRICT,Washington,9035,0.01,0.13,19.53,0.938,0
PORT ANGELES SCHOOL DISTRICT,Washington,3834,0.01,0.14,17.05,0.952,0
PORT TOWNSEND SCHOOL DISTRICT,Washington,1182,0.02,0.15,16.74,0.972,0
PROSSER SCHOOL DISTRICT,Washington,2793,0.22,0.12,18.75,0.991,0
PULLMAN SCHOOL DISTRICT,Washington,2879,0.06,0.1,20.93,1.818,0
PUYALLUP SCHOOL DISTRICT,Washington,22447,0.05,0.12,20.33,0.91,0
QUILLAYUTE VALLEY SCHOOL DISTRICT,Washington,3083,0.04,0.15,24.67,0.971,0
QUINCY SCHOOL DISTRICT,Washington,2993,0.41,0.13,17.45,0.942,0
RENTON SCHOOL DISTRICT,Washington,15849,0.17,0.13,19.35,1.037,0
RICHLAND SCHOOL DISTRICT,Washington,13548,0.04,0.11,20.76,1.235,0
RIDGEFIELD SCHOOL DISTRICT,Washington,2805,0.03,0.1,22.73,0.969,0
RIVERSIDE SCHOOL DISTRICT,Washington,1483,0.01,0.17,17.03,1,0
RIVERVIEW SCHOOL DISTRICT,Washington,3365,0.04,0.1,20.02,0.901,0
ROCHESTER SCHOOL DISTRICT,Washington,2301,0.06,0.16,18,0.945,0
ROYAL SCHOOL DISTRICT,Washington,1759,0.46,0.09,18.72,1.274,0
SEATTLE PUBLIC SCHOOLS,Washington,54215,0.12,0.13,17.46,0.938,0
SEDRO-WOOLLEY SCHOOL DISTRICT,Washington,4444,0.07,0.15,17.47,0.942,0
SELAH SCHOOL DISTRICT,Washington,3705,0.09,0.13,17.43,0.944,0
SEQUIM SCHOOL DISTRICT,Washington,2881,0.02,0.14,18.44,0.98,0
SHELTON SCHOOL DISTRICT,Washington,4427,0.14,0.16,17.28,0.924,0
SHORELINE SCHOOL DISTRICT,Washington,9659,0.07,0.11,20.73,0.919,0
SNOHOMISH SCHOOL DISTRICT,Washington,10193,0.04,0.13,21.37,0.945,0
SNOQUALMIE VALLEY SCHOOL DISTRICT,Washington,7100,0.03,0.1,21.02,0.947,0
SOUTH KITSAP SCHOOL DISTRICT,Washington,9927,0.02,0.15,19.67,0.971,0
SOUTH WHIDBEY SCHOOL DISTRICT,Washington,1396,0,0.12,19.51,0.993,0
SPOKANE SCHOOL DISTRICT,Washington,30773,0.06,0.15,16.69,0.992,0
STANWOOD-CAMANO SCHOOL DISTRICT,Washington,4604,0.02,0.14,20.67,0.995,0
STEILACOOM HIST. SCHOOL DISTRICT,Washington,3248,0.03,0.12,19.94,0.953,0
SULTAN SCHOOL DISTRICT,Washington,1992,0.08,0.16,19.08,0.955,0
SUMNER SCHOOL DISTRICT,Washington,9615,0.03,0.12,19.89,0.988,0
SUNNYSIDE SCHOOL DISTRICT,Washington,6832,0.32,0.14,19.58,0.968,0
TACOMA SCHOOL DISTRICT,Washington,29098,0.1,0.14,17.91,0.959,1
TAHOMA SCHOOL DISTRICT,Washington,8357,0.02,0.12,23.07,1.109,0
TENINO SCHOOL DISTRICT,Washington,1246,0,0.13,18.43,1.172,0
TONASKET SCHOOL DISTRICT,Washington,1177,0.15,0.11,17.61,0.975,0
TOPPENISH SCHOOL DISTRICT,Washington,4277,0.38,0.12,21.63,0.971,0
TUKWILA SCHOOL DISTRICT,Washington,2985,0.38,0.09,17.9,0.878,0
TUMWATER SCHOOL DISTRICT,Washington,6741,0.03,0.12,20.05,0.976,0
UNIVERSITY PLACE SCHOOL DISTRICT,Washington,5714,0.05,0.11,19.57,0.936,0
VANCOUVER SCHOOL DISTRICT,Washington,23831,0.13,0.12,18.7,0.927,0
VASHON ISLAND SCHOOL DISTRICT,Washington,1628,0.04,0.11,18.87,0.937,0
WAHLUKE SCHOOL DISTRICT,Washington,2471,0.54,0.13,19.08,0.961,0
WALLA WALLA PUBLIC SCHOOLS,Washington,5881,0.12,0.13,17.33,0.937,0
WAPATO SCHOOL DISTRICT,Washington,3356,0.49,0.1,18.09,0.965,0
WASHOUGAL SCHOOL DISTRICT,Washington,3251,0.03,0.13,20.08,0.859,0
WENATCHEE SCHOOL DISTRICT,Washington,7756,0.24,0.11,17.48,1.21,0
WEST VALLEY SCHOOL DISTRICT (SPOKANE),Washington,3781,0.03,0.14,17.65,0.941,0
WEST VALLEY SCHOOL DISTRICT (YAKIMA),Washington,5260,0.07,0.13,20.02,0.95,0
WHITE RIVER SCHOOL DISTRICT,Washington,3734,0.02,0.13,20.53,0.849,0
WHITE SALMON VALLEY SCHOOL DISTRICT,Washington,1299,0.15,0.15,19.25,0.971,0
WOODLAND SCHOOL DISTRICT,Washington,2420,0.07,0.12,19.77,1.389,0
YAKIMA SCHOOL DISTRICT,Washington,16327,0.33,0.13,18.84,1.024,0
YELM SCHOOL DISTRICT,Washington,5856,0.02,0.13,19.11,0.958,0
ZILLAH SCHOOL DISTRICT,Washington,1347,0.13,0.08,17.96,0.934,0
BERKELEY COUNTY SCHOOLS,West Virginia,19000,0.02,0.17,14.89,0.992,1
BOONE COUNTY  SCHOOLS,West Virginia,4178,0,0.18,14.01,1.045,1
BRAXTON COUNTY SCHOOLS,West Virginia,2039,0,0.17,13.92,0.94,1
BROOKE COUNTY SCHOOLS,West Virginia,2965,0,0.26,13.12,0.964,1
CABELL COUNTY SCHOOLS,West Virginia,12868,0.02,0.17,14.55,1.016,1
CALHOUN COUNTY SCHOOLS,West Virginia,1051,0,0.17,12.08,0.981,1
CLAY COUNTY SCHOOLS,West Virginia,1938,0,0.17,13.61,1.018,1
DODDRIDGE COUNTY SCHOOLS,West Virginia,1180,0.01,0.16,13.04,0.927,1
FAYETTE COUNTY SCHOOLS,West Virginia,6487,0,0.15,13.7,0.954,1
GRANT COUNTY SCHOOLS,West Virginia,1681,0,0.18,13.95,0.96,1
GREENBRIER COUNTY SCHOOLS,West Virginia,4962,0.01,0.18,13.9,0.953,1
HAMPSHIRE COUNTY SCHOOLS,West Virginia,3255,0,0.21,14.73,1.032,1
HANCOCK COUNTY SCHOOLS,West Virginia,4064,0,0.22,14.21,1.052,1
HARDY COUNTY SCHOOLS,West Virginia,2381,0.06,0.17,15.51,1.133,1
HARRISON COUNTY SCHOOLS,West Virginia,10708,0.01,0.2,13.56,0.985,1
JACKSON COUNTY SCHOOLS,West Virginia,4727,0,0.18,13.86,0.988,1
JEFFERSON COUNTY SCHOOLS,West Virginia,9202,0.05,0.14,15.13,0.997,1
KANAWHA COUNTY SCHOOLS,West Virginia,26625,0.01,0.15,14.47,1.048,1
LEWIS COUNTY SCHOOLS,West Virginia,2561,0,0.17,13.96,1.003,1
LINCOLN COUNTY SCHOOLS,West Virginia,3540,0,0.23,13.88,0.987,1
LOGAN COUNTY SCHOOLS,West Virginia,5846,0,0.14,14.05,1.029,1
MARION COUNTY SCHOOLS,West Virginia,8105,0,0.14,14.17,1.03,1
MARSHALL COUNTY SCHOOLS,West Virginia,4607,0,0.13,12.9,0.978,1
MASON COUNTY SCHOOLS,West Virginia,4152,0,0.16,14.23,0.955,1
MCDOWELL COUNTY SCHOOLS,West Virginia,3200,0,0.2,12.96,0.987,1
MERCER COUNTY SCHOOLS,West Virginia,9216,0.01,0.16,14.37,0.955,1
MINERAL COUNTY SCHOOLS,West Virginia,4165,0,0.19,14.24,0.983,1
MINGO COUNTY SCHOOLS,West Virginia,4200,0,0.12,14.84,0.955,1
MONONGALIA COUNTY SCHOOLS,West Virginia,11454,0.04,0.13,15.02,0.982,1
MORGAN COUNTY SCHOOLS,West Virginia,2323,0.01,0.16,14.23,0.989,1
